AirTemperature,RadiantTemperature,AirVelocity,Humidity,Clo,PMV
20.752106905770667,23.815283060098125,0.19839443034411597,20.0,1.188137839830977,0.01
23.600203217894233,21.9819622501175,0.07266615376066012,20.0,0.883967565331406,-0.01
20.36007980809387,21.838116517755886,0.22496291975785782,46.37315601665249,1.3346450136969958,0.09
20.68184975885936,25.33647979469818,0.37812438801285486,21.81294144617093,1.239707834224642,0.0
22.934823115102105,24.77878514559606,0.12932317129044144,40.08303588807492,0.6938901526930465,-0.07
22.586109283538697,22.59325848997668,0.13023644997602143,25.89041534468315,0.9963071948836605,0.02
21.075146277333786,19.261133481059645,0.18028546294698616,37.20850540563058,1.3711145631767967,0.02
22.129097323295756,23.285947999314217,1.0,20.0,1.408605875034433,0.06
23.913307203898636,22.681615202239858,0.7891302347062972,39.42922036853715,1.0063479720096034,-0.08
24.26813873291544,19.841729959802283,0.48551552159626366,28.997209146560316,1.0986589441673607,-0.05
23.32579191034921,23.913331302453013,0.12563842561724034,20.0,0.9076107561136486,0.09
23.181678061009755,21.902235813235055,0.4467542107203549,26.713884167871054,1.0989523441770608,-0.08
19.92761511085662,23.26048126914119,0.11693436831505213,29.66152123646356,1.0989721384755464,-0.04
24.168580145706656,25.16027780691168,0.563250150846312,26.884706728244375,0.8686274463078838,-0.09
24.37780154501789,21.437293577017186,0.042357036747248875,27.09299394879114,0.8062467843458325,-0.04
24.15164664506964,21.304605447050236,0.61061424101166,20.0,1.0909640831403293,-0.07
24.474963168490532,26.380980552392256,0.6857447066566524,26.661424060720705,0.8297968825777585,-0.06
23.91947407488118,20.22156899111074,0.2529417635483255,45.1685147623399,1.069951475712719,0.08
24.708697642484598,24.834101605161614,0.27756960516785284,20.0,0.8038962243516699,0.02
18.965498534424032,24.1230027585017,0.2667884466296037,25.921525028560925,1.4173409314433105,0.03
24.29975056527594,23.91425843597171,0.0047144399242342525,60.186691486320534,0.5,-0.08
23.287058669138094,25.363842631518654,0.634240063756522,31.59528346706567,1.0271048236009153,0.02
23.59342441267442,20.206837622872495,0.09220983817837983,56.8638162677295,0.9555962152657673,0.1
24.796597305756837,22.802974536685294,0.6117710073291117,38.58886067685734,0.9178760726982238,-0.01
24.586222002935568,18.68870323116361,0.27983144087684214,45.706916057670064,1.1011652176442024,0.09
23.804570463980717,24.437326136482028,0.07946566546251915,20.0,0.7358004192237522,0.07
21.03006809985901,24.399437461170777,0.44481594886393383,21.69914234492962,1.2820325032577335,-0.01
23.895351559586942,21.764100074031766,0.17121411365901867,20.0,1.0266027373159086,0.04
21.254862584128293,21.045878343226025,0.38104371953265637,43.98729249708392,1.3896117872953426,0.1
19.715060957843367,26.433093022090738,0.38182736816978,38.985365849197315,1.1537813647864847,-0.09
26.848820853128693,17.643231828194544,0.37405376671035107,20.0,1.0505452012285141,0.08
23.809097044499833,22.03079151187553,0.6997710957934267,20.0,1.1343125139548704,-0.04
24.40314590339394,22.583436316082373,0.13270097954658483,20.0,0.7872279289487023,-0.1
25.382101156505094,23.201338923046993,0.5333753402844316,31.71505371666008,0.906227321581944,0.1
21.756202221165402,24.87352409677718,0.4457642161540026,20.0,1.1404991798160058,-0.07
23.33064370856497,22.585472409927064,0.3953318802305493,35.888807920880716,1.1033033417970703,0.08
23.249156692055585,23.47041426806401,0.11196053127310167,41.155608137560385,0.8100984151764404,0.06
20.752012422207123,22.65175414387204,0.2574085921026101,20.0,1.3504224693029299,0.04
26.996190271780396,24.023829850061396,0.21342124910669483,33.21300160213137,0.5027403392799004,-0.05
17.343386581993045,21.863577477931184,0.02066054566790037,28.357789555386702,1.5,0.05
20.071740864495876,25.98051340276559,0.2245483035858849,20.0,1.1159233846655943,-0.02
20.866723149543187,24.062525729584642,0.24166227615186978,20.0,1.266407128877905,0.08
21.58821829986023,22.593873728858142,0.2317896505302894,20.0,1.2903169258427019,0.09
20.600622202203308,26.284571326194524,0.38144016625201804,38.97899154809404,1.1883412406430272,0.08
27.986253873394425,22.09872951091617,0.2887660415515038,45.03505284876114,0.5746627288274843,0.1
25.90908188601702,21.322980398015606,0.45814799197706935,49.90288672519506,0.8350632450982147,0.08
21.048633095422808,21.2852567176891,0.6680371239149434,38.095223732613626,1.3627195677748358,-0.09
21.394448086956373,21.38341830622951,0.1856201706879994,36.2391934728163,1.1569548307449389,-0.05
23.631327109828984,23.955408677787627,0.38379199490403704,20.0,1.0124405631473081,0.01
21.63337865667891,23.600596664945357,0.49188730929635166,49.743807172901064,1.0952493256934348,-0.1
19.743487370181533,24.49669007394786,0.32601739729500023,20.0,1.297444351148075,-0.08
25.817037610984734,18.597673620331022,0.2499267859966201,26.305604085824847,1.0361923999794371,0.04
24.889624294916516,20.837289358242106,0.19768859986121812,20.981853387688652,0.9991371127382852,0.04
18.883568470820503,26.494727616638134,0.1884837708997718,20.0,1.2261360324223565,0.07
23.586698752849607,17.362499012956754,0.18842597698075336,41.666329146082425,1.242493593765548,0.04
22.107987507226664,20.829337356780414,0.17472026867385604,21.209449428060974,1.2972123160654192,0.08
23.575570531898116,23.440417970334693,0.32720309921407503,26.167044856821626,0.9541283372781685,-0.05
20.18816727228414,24.76442224263128,0.31839230667881846,20.0,1.3579556668645512,0.08
23.289007509071535,25.10756413085391,0.21849158902845423,20.0,0.9235069901953741,0.08
23.00156692301043,22.997885655865435,0.6207837692636853,44.0709235351141,1.1368396277336128,0.06
23.081937643486,20.817665921058232,0.4292132409000415,37.61321950998095,1.1972441902346431,0.04
19.42515925381241,25.856088018194004,0.267054420292845,20.0,1.2658024307361475,0.01
21.605742163032275,22.161970858991,0.22030135939268158,41.93884325096213,1.1524804321407465,0.03
22.175534173644518,22.751196366478734,0.0904132903423854,20.894594653874055,1.0445599121472795,0.1
22.27171357438704,24.125369602218086,0.5126275776610527,52.42050367397386,1.045974447055683,-0.03
