Time,Outdoor_Temp,RH,Heart_Rate,Skin_Temp,Indoor_Temp,AC_Setpoint,Air_Velocity,PMV
2023-01-01 00:00:00,25.0,50.0,63.24702437144749,33.882045173610514,25.0,25.0,0.1,-0.08179548263894859
2023-01-01 00:15:00,25.327015646150716,50.65403129230143,55.21881041765628,34.2002306393329,25.05886281630713,25.0,0.1,-0.019976936066709926
2023-01-01 00:30:00,25.652630961100257,51.305261922200515,66.41827801206882,34.36842933591724,25.16574108236989,25.05886281630713,0.1,0.04684293359172415
2023-01-01 00:45:00,25.97545161008064,51.95090322016128,58.503830003897065,34.52066715884011,25.311488977357826,25.16574108236989,0.1,0.12206671588401122
2023-01-01 01:00:00,26.294095225512603,52.588190451025206,59.2163599799851,33.9725894526233,25.488358102025686,25.311488977357826,0.1,0.13725894526233035
2023-01-01 01:15:00,26.60719732651581,53.21439465303162,55.990536631191404,34.72672690578396,25.68974916243391,25.488358102025686,0.1,0.25267269057839625
2023-01-01 01:30:00,26.91341716182545,53.8268343236509,74.69925232809949,34.27479269019835,25.910009402324388,25.68974916243391,0.1,0.27747926901983533
2023-01-01 01:45:00,27.211443451095008,54.422886902190015,76.0329018465795,34.85715398619062,26.1442675311031,25.910009402324388,0.1,0.40571539861906175
2023-01-01 02:00:00,27.5,55.0,66.66088692403069,34.63078547896396,26.38829937550454,26.1442675311031,0.1,0.43307854789639577
2023-01-01 02:15:00,27.77785116509801,55.55570233019602,71.30377905025188,34.368801832687424,26.638418697631366,26.38829937550454,0.1,0.48688018326874244
2023-01-01 02:30:00,28.0438071450436,56.0876142900872,70.10086504117858,34.67427765235847,26.891388618165568,26.638418697631366,0.1,0.5874277652358469
2023-01-01 02:45:00,28.296729075500345,56.59345815100069,71.5969780875071,34.75943111427723,27.144349900485828,26.891388618165568,0.1,0.6759431114277227
2023-01-01 03:00:00,28.535533905932738,57.071067811865476,77.86054437945914,34.59950804483319,27.39476302146627,27.144349900485828,0.1,0.7199508044833194
2023-01-01 03:15:00,28.759199037394886,57.51839807478977,79.57538623336832,34.90755963519621,27.640361504333423,27.39476302146627,0.1,0.8207559635196208
2023-01-01 03:30:00,28.966766701456176,57.93353340291235,77.0870997487462,34.875109849229204,27.87911443981552,27.640361504333423,0.1,0.8775109849229205
2023-01-01 03:45:00,29.157348061512725,58.31469612302545,80.46049837327222,35.059467467830984,28.10919649172102,27.87911443981552,0.1,0.9559467467830984
2023-01-01 04:00:00,29.33012701892219,58.66025403784438,75.2598949846744,34.70640174995347,28.32896398661723,28.10919649172102,0.1,1.0006401749953473
2023-01-01 04:15:00,29.48436370766344,58.96872741532688,77.80843358792563,34.73207260096753,28.53693593640555,28.32896398661723,0.1,1.0532072600967526
2023-01-01 04:30:00,29.619397662556434,59.23879532511287,70.2752182362224,34.740973364743645,28.731779047112706,28.53693593640555,0.1,1.1440973364743645
2023-01-01 04:45:00,29.734650647475526,59.46930129495105,75.54209552617961,35.555390525606036,28.912295935178015,28.731779047112706,0.1,1.2455390525606036
2023-01-01 05:00:00,29.82962913144534,59.65925826289068,78.18907574875539,34.95542140740351,29.077415910506133,28.912295935178015,0.1,1.2255421407403513
