AirTemperature,RadiantTemperature,AirVelocity,Humidity,Clo,PMV
25.364987049478838,24.46490876993086,0.7757777422749124,36.71698082812441,0.8311564668661524,0.01
21.954698573023403,23.153322744911932,1.0,37.24897069499087,1.319527224262748,0.01
24.416084854795855,21.30453817114836,0.41703354282148547,20.0,1.0729638517227906,-0.0
22.708271106580284,23.012830284213894,0.3771140685355242,58.21591244522717,0.9940487556959627,-0.0
21.40105605556627,24.588619223109248,0.46001882183043374,61.35819783606412,1.0936592758627612,0.01
21.262126850264455,24.82423903111471,0.31121775725989753,35.959754863618805,1.1052424364979851,0.01
22.972170500023225,19.55298071635074,0.2801653295947421,20.0,1.2740272769286407,-0.01
19.8480227204058,23.435200387438158,0.554523447061951,27.45780392001657,1.4965437263993469,0.0
19.133634386823687,23.508683344457495,0.03175024104194328,22.175007104144406,1.175685845213752,-0.01
20.36623121372414,27.012774294219383,0.16433338497489963,22.81799355181113,0.9233954157148575,-0.01
21.755078336882946,23.918666475321288,0.4840369919054641,33.69767483727969,1.1935119313929385,-0.01
24.377094831604232,24.45712179228499,0.9249680782753287,39.03956370029385,0.9542904640000835,0.0
21.952915032920806,20.787494550243924,0.2642837715023819,45.45534526354727,1.189952639189764,-0.0
22.227024845321477,22.677861536348043,0.46339665369105953,24.983474073784866,1.2469175954654093,0.01
18.824772488748927,29.2318507009156,0.1161039592864549,24.071489457101567,0.7951840284159672,0.01
28.978948018633368,19.860620269422295,0.617001033286978,20.0,0.6688385347139281,0.01
24.18447928808805,20.615784541741522,0.4833879767792373,33.9103896627214,1.0863943068941269,0.0
21.657153148243683,21.142752309724127,0.3160258097334002,20.0,1.3346340016549307,-0.01
21.111961696453687,20.292616760485288,0.29458763529763304,20.0,1.4563618354459948,0.01
25.697039460395512,21.480934298478868,0.3306413834670274,25.617741524878802,0.8763168906194759,-0.01
23.822472310432975,21.722386460123744,0.31405748608029427,40.89291128452721,0.9868031264427144,-0.0
23.20791087335617,26.219846886510386,1.0,32.56954970368029,1.0539727009976356,-0.01
21.57493151424785,25.635364323359425,0.41626233111788014,39.82252052825293,1.0741591402001156,-0.0
22.412999545584714,19.685079474179766,0.3378073744903226,31.587658919089773,1.301960246023196,0.01
23.987677164791183,23.31628449852533,0.6650676015454575,34.902822950755464,1.0133158040174977,-0.01
22.206461850256584,23.51352489273662,0.7871331407790461,35.95152679476426,1.2441437433632567,0.01
22.836151827721476,24.652683704045984,0.2801909794639702,20.0,0.9823035267395994,-0.01
19.29838563612082,21.340429137260145,0.20664011698319917,22.877413865325778,1.5,0.01
23.085869438772253,22.55650920871433,0.18051558890675956,20.0,1.0176256403574362,-0.01
22.831481160795015,20.289264548027113,0.0344386769066615,20.0,1.0902140016176827,0.0
17.820515305977086,24.91769002511347,0.14626589272373292,20.0,1.2950260457650107,-0.01
24.856856952842357,23.337635451471368,0.2128547054447071,20.0,0.8254345319376069,-0.0
24.151736454672815,24.576458886100884,0.12387311455184996,52.69352563851369,0.5902720409482209,0.01
24.29416181159378,21.10113455430879,1.0,20.0,1.1751644659361273,-0.01
20.309317949482978,22.70237548366996,0.052956369528536044,22.513930869304975,1.139251116809905,0.01
23.78852742978552,21.996240790615072,0.48527571300783645,20.0,1.1227241328804496,-0.0
